Press_mm_hg,RH_1,RH_2,RH_3,RH_7,RH_8,RH_9,T3,T4,T6,T7,T8,T9,Visibility,Windspeed,lights,month_2,month_3,month_4,month_5,Appliances
752.9166667,37.46666667,39.82666667,34.59,32.22571429,37.4,35.96666667,22.0,21.1,10.82666667,21.0,22.73,19.85666667,21.0,3.833333333,0.0,0,0,1,0,4.0943445622221
754.2,40.03,44.12666667,38.23,34.5,43.56,41.96666667,22.5,20.5,6.69,20.29,22.89,20.29,20.0,1.0,3.4011973816621555,0,1,0,0,4.382026634673881
765.5,33.8,33.22333333,33.43333333,26.03333333,34.22333333,37.59666667,20.73,20.73,7.06,20.29,21.2,19.56666667,64.66666667,3.333333333,2.302585092994046,0,1,0,0,3.688879454113936
760.8333333,39.59,42.2,38.29,33.59,40.9,42.90714286,25.0,23.0,8.463333333,23.2,24.5,22.81857143,34.33333333,1.0,0.0,0,0,0,1,4.499809670330265
746.45,41.0,40.4,42.1175,40.58,49.40555556,45.0,21.2,19.7,1.76,20.0,22.32888889,18.7,63.66666667,2.833333333,0.0,1,0,0,0,3.912023005428146
754.35,38.09,40.53,38.16333333,33.43,40.73,37.73,20.16666667,19.6,5.0225,18.35666667,20.79,17.5,40.0,5.5,0.0,0,1,0,0,3.4011973816621555
756.6333333,39.93333333,44.0,38.4,37.36333333,42.86333333,41.43333333,22.1,20.5,6.59,20.32333333,22.16666667,19.5,20.66666667,1.666666667,0.0,0,1,0,0,2.995732273553991
765.95,35.5,41.36333333,35.79,27.7,39.1725,38.79,21.7,19.82333333,-1.73,20.5,21.79,19.39,61.5,1.0,0.0,0,1,0,0,3.912023005428146
765.2,44.06,42.93333333,44.2,41.065,52.7,46.86333333,21.98777778,21.2,7.9,18.46944444,21.39,18.29,24.0,2.0,2.995732273553991,1,0,0,0,4.248495242049359
762.6166667,37.66333333,35.12333333,35.7,32.2,39.12666667,38.12666667,22.7,22.5,14.02333333,21.29,21.5,20.29,27.16666667,4.0,0.0,0,0,1,0,4.248495242049359
752.5,38.0,38.0,37.79,34.55142857,43.86333333,41.32666667,24.7,23.89,12.72142857,23.1,24.39,21.63333333,40.0,2.0,2.302585092994046,0,0,0,1,4.0943445622221
752.8,39.62666667,32.59,37.5,36.975,41.21125,41.0,26.2,24.82333333,25.15571429,24.0,23.79,23.5,40.0,2.333333333,2.995732273553991,0,0,0,1,4.382026634673881
751.05,40.59,44.09,38.545,34.0,45.0,42.06,22.7225,20.89,7.656666667,20.79,23.5,20.39,40.0,3.0,0.0,0,1,0,0,4.0943445622221
756.7,46.79,45.0,42.5,39.834,46.4,45.26,25.7,23.7,17.49666667,23.7,24.13333333,23.1,40.0,5.333333333,0.0,0,0,0,1,4.0943445622221
757.2,37.69333333,33.88428571,34.5,29.03333333,36.22571429,33.294,24.79,24.89,13.1,24.39,25.89,23.478,34.5,6.0,0.0,0,0,0,1,4.700480365792417
761.1333333,39.7,41.5,37.59,33.29,41.634,41.42,25.2,23.32333333,7.933333333,23.39,25.39,22.79,21.33333333,1.0,0.0,0,0,0,1,4.0943445622221
756.6,36.79,39.4,36.76,34.2,47.32666667,40.03,22.89,19.6,6.623333333,19.2,21.7,19.0,25.0,2.0,0.0,0,0,1,0,3.912023005428146
753.6666667,38.03,40.4,36.93333333,34.06666667,40.8,36.46666667,21.03333333,20.89,0.7,18.29,20.5,17.5,61.66666667,1.0,2.995732273553991,0,1,0,0,3.912023005428146
766.1333333,35.93333333,32.73,34.09,25.92666667,33.43,38.145,21.29,21.73,8.323333333,20.26,21.92666667,19.84,23.0,4.0,0.0,0,1,0,0,4.605170185988092
760.3,40.93333333,40.82666667,40.4,37.0,44.72333333,39.85428571,21.0,20.79,0.133333333,19.1,20.79,18.2,23.0,2.0,0.0,1,0,0,0,4.0943445622221
753.5666667,42.96666667,41.925,41.43333333,33.45,39.29,41.2,23.35666667,20.79,12.6,21.445,23.39,20.6,40.0,3.333333333,0.0,0,0,1,0,5.634789603169249
756.1,44.22333333,37.46428571,38.66,37.72571429,45.76666667,43.5,26.43,24.7,24.35142857,24.22571429,23.96333333,22.6,40.0,2.0,0.0,0,0,0,1,5.886104031450156
750.9333333,36.59,31.42666667,37.59,31.95,34.1,38.4,26.2,25.0,27.62,24.1,24.87571429,23.1,40.0,4.0,0.0,0,0,0,1,4.0943445622221
763.7,39.56,38.5,40.9,40.33333333,48.53,43.66333333,21.0,20.16666667,3.996666667,19.89,20.39,18.0,33.5,4.5,0.0,0,0,0,0,4.499809670330265
758.3,37.1725,37.73,33.73,25.7,34.0,33.53,23.6,22.29,5.563333333,21.7,24.0,20.6,40.0,5.333333333,0.0,0,0,1,0,4.787491742782046
747.2333333,36.93333333,39.5,38.43333333,32.0,43.59,41.15666667,19.6,18.525,1.1,17.7,20.5,17.63333333,27.33333333,1.333333333,0.0,0,1,0,0,3.688879454113936
755.85,40.62666667,40.73,40.15666667,35.56388889,42.61,42.86,20.1,18.39,1.1,19.01666667,20.84,17.85666667,40.0,5.0,2.302585092994046,1,0,0,0,3.912023005428146
770.4666667,45.43,44.13333333,43.96666667,41.015,50.29,45.09,17.56666667,15.42666667,5.9,15.39611111,18.53888889,15.0,20.5,4.166666667,0.0,0,0,0,0,4.499809670330265
745.7833333,43.0,42.4,44.29,39.0,47.4,42.9,19.79,19.46333333,4.366666667,17.79,18.39,16.89,40.0,6.166666667,0.0,0,0,0,0,3.912023005428146
749.05,38.295,39.9,36.36333333,31.89,43.4,37.5,21.7,21.39,2.76,20.6,23.0,19.5,40.0,3.0,2.302585092994046,0,0,1,0,4.0943445622221
754.65,37.83333333,31.6,35.93,34.96,41.32666667,40.47142857,23.5,23.46333333,20.43,22.236,23.06666667,21.46857143,40.0,2.666666667,0.0,0,0,0,1,4.499809670330265
769.2,39.03,40.03,39.79,32.2,41.96333333,39.9,21.06666667,21.42666667,-1.963333333,19.1,21.5,18.0,25.0,1.0,2.302585092994046,1,0,0,0,3.4011973816621555
755.45,45.79,41.59,40.56,44.15285714,50.076,46.59,28.1,24.7,25.85666667,24.25142857,24.08,23.16,22.83333333,2.166666667,0.0,0,0,0,1,4.499809670330265
764.4,46.5,43.66333333,44.98222222,41.055,49.69111111,46.93333333,22.6,20.79,8.3,18.39,21.46944444,18.39,40.0,2.0,2.995732273553991,1,0,0,0,4.605170185988092
746.8,39.9,41.2675,39.0,35.0,48.4,42.5,20.79,18.79,7.4,18.5,20.35666667,18.1,40.0,7.0,0.0,0,1,0,0,3.4011973816621555
754.9,43.9,43.36333333,43.59,41.23,49.76,47.06666667,19.39,18.49666667,5.466666667,17.7,18.29,17.1,26.0,4.333333333,2.995732273553991,0,0,0,0,5.857933154483459
748.85,42.46666667,43.29,39.9,41.59,44.95285714,41.79,24.5,23.5,9.426666667,23.1,24.83285714,22.39,40.0,2.5,0.0,0,0,0,1,4.0943445622221
754.0,45.32333333,46.09666667,39.5,34.4,38.76333333,43.29666667,23.2,21.39,12.4,21.0,21.01666667,21.0,34.5,5.5,0.0,0,0,1,0,4.605170185988092
754.6,43.3425,41.79,38.96666667,36.45714286,40.156,43.23,22.1,20.89,13.15875,21.2,22.14,20.7,24.33333333,2.0,0.0,0,0,1,0,4.867534450455582
759.65,44.7,46.79,42.325,38.2,47.23,47.5,25.9175,23.7,10.69,23.33,24.53333333,22.92666667,26.0,3.5,0.0,0,0,0,1,3.912023005428146
744.1666667,47.29,43.21285714,43.66857143,42.09,48.0,46.66857143,26.2,25.54,23.29,25.1,25.26,24.1,24.0,2.333333333,0.0,0,0,0,1,4.0943445622221
754.2333333,39.93333333,41.16666667,37.23,31.714,39.095,41.59666667,23.03333333,21.29285714,7.7,20.66,22.245,21.1,40.0,3.833333333,2.302585092994046,0,0,1,0,4.382026634673881
753.9166667,39.59,43.96666667,38.79,37.9,42.09,43.4,22.39,20.5,4.433333333,21.2,21.39,20.6,27.33333333,2.0,0.0,0,0,1,0,3.912023005428146
756.4666667,41.56,40.56428571,38.5,40.25142857,43.65666667,41.17,24.5,23.6,12.316,23.11428571,24.29,22.6,26.83333333,2.833333333,0.0,0,0,0,1,4.382026634673881
755.5,36.79,37.66333333,35.9,34.29,41.0,37.7,22.89,20.26,8.033333333,19.2,21.89,18.79,40.0,4.0,0.0,0,0,1,0,4.605170185988092
735.1333333,43.12666667,42.0,41.5,37.59,49.965,44.59,22.2,20.0,6.0,18.79,21.215,19.0,63.0,3.333333333,0.0,1,0,0,0,5.19295685089021
745.4,37.9,40.2,38.06,32.5,43.2,41.7,20.2,17.5,2.79,18.1,20.39,18.0,40.0,7.0,0.0,0,1,0,0,3.912023005428146
752.8,44.2,44.4,44.09,42.5,53.93,46.9,22.1,22.0,10.04,18.5,21.89,18.5,40.0,8.0,0.0,1,0,0,0,4.0943445622221
748.7,43.7,42.19428571,39.9,41.12666667,46.2,41.52571429,24.39,23.7,13.32333333,23.0,24.6,22.5,25.5,4.5,3.4011973816621555,0,0,0,1,5.075173815233827
765.25,39.52666667,38.06666667,42.1,37.76666667,45.5,42.33333333,22.06666667,21.6,-1.033333333,19.2,20.1,17.79,29.0,1.0,0.0,0,0,0,0,4.499809670330265
746.9,41.26,40.5,42.56,40.29,49.475,44.76,21.39,19.92666667,1.46,20.1,22.7,18.66666667,22.0,3.0,0.0,1,0,0,0,3.912023005428146
767.15,40.46333333,42.92333333,37.29,30.32333333,43.92666667,41.06,20.1,19.19666667,0.666666667,19.2,21.1,18.53333333,9.5,1.0,0.0,0,1,0,0,4.248495242049359
748.0,37.0,35.86,35.09,30.29,38.5,35.46666667,21.79,20.85666667,6.063333333,20.2,21.79,19.7,38.16666667,7.333333333,0.0,0,0,1,0,3.912023005428146
756.7,38.59,38.73,35.2,31.5,40.43,35.4,25.26,22.6,11.22666667,21.6,24.0,20.29,40.0,4.333333333,0.0,0,0,1,0,4.499809670330265
752.4,46.12666667,45.045,44.7,43.95,54.41111111,48.93,19.7,16.39,8.463333333,16.79,18.265,16.46333333,50.0,11.0,0.0,0,0,0,0,4.0943445622221
748.85,47.4,48.95714286,43.545,42.82142857,53.86333333,47.26714286,26.6,25.02,14.19,24.6,26.2,24.01428571,40.0,3.0,0.0,0,0,0,1,3.912023005428146
763.6833333,41.59,42.09,40.4,36.61277778,44.4,41.0,17.89,15.5,5.123333333,15.835,16.90833333,15.3,3.666666667,3.833333333,0.0,0,0,0,0,2.995732273553991
759.55,45.79,44.96666667,45.5,45.97222222,56.76333333,51.36333333,23.29,21.39,10.26333333,18.79,20.82333333,18.0,50.5,6.5,0.0,1,0,0,0,3.912023005428146
762.0,35.09,33.5,34.925,28.06666667,34.98428571,32.9,24.2,23.89,15.26333333,23.7,25.40571429,22.89,40.0,5.0,0.0,0,0,0,1,4.605170185988092
747.2,43.4,41.7,42.29,40.57555556,48.10222222,42.9,20.79,19.89,3.39,20.29,23.2,18.89,42.5,3.0,2.995732273553991,1,0,0,0,4.248495242049359
753.8166667,41.09,45.32666667,39.5,34.94,43.9,46.0,23.6,21.39,3.43,20.79,22.7,20.39,11.83333333,1.0,0.0,0,0,1,0,3.912023005428146
764.0333333,36.79,36.96666667,37.0,28.73,35.76666667,41.66333333,20.79,19.0,3.766666667,20.39,21.89,18.13333333,40.0,3.666666667,2.995732273553991,1,0,0,0,5.736572297479192
744.95,45.62666667,43.2,43.79,39.19166667,50.265,46.86,21.6,18.79,7.925,18.7,21.1,19.2,30.83333333,6.833333333,0.0,1,0,0,0,3.688879454113936
755.25,42.93333333,44.0,41.73,39.46666667,45.83333333,44.254,21.29,20.06666667,4.966666667,19.0,20.79,18.5,45.0,3.0,0.0,1,0,0,0,4.248495242049359
749.1666667,51.783,50.6245045,45.67,45.38898649,53.11,49.9,27.167,23.84864865,20.1172973,23.69324324,24.653,23.233,25.83333333,1.333333333,0.0,0,0,0,1,3.912023005428146
756.45,39.09,39.5,38.4,36.9,44.5,40.12666667,21.29,20.82333333,1.79,19.29,20.96333333,17.92666667,53.16666667,1.0,0.0,1,0,0,0,3.4011973816621555
760.4333333,36.75,36.96666667,37.43,31.09444444,41.73,35.59,17.85666667,16.29,1.39,16.2,20.11666667,15.6,55.66666667,2.0,0.0,0,0,0,0,5.8289456176102075
758.5666667,35.9,36.9,37.9,31.79,44.0,40.0,20.1,18.2,1.1,17.5,20.0,17.6,14.83333333,2.166666667,0.0,1,0,0,0,3.912023005428146
751.7,40.79,44.7,39.53,37.856,38.16857143,44.09,23.0,20.5,3.632857143,21.0,21.29,20.5,40.0,4.5,0.0,0,0,1,0,4.0943445622221
762.25,35.7,33.3175,34.79,28.37571429,34.93333333,35.19333333,22.39,22.5,14.36,20.6,21.42666667,20.6,40.0,5.0,2.995732273553991,0,0,1,0,4.0943445622221
764.6,42.26666667,41.7,43.69388889,35.48333333,42.7,41.45,22.5,21.23,4.656666667,18.58333333,22.36777778,18.29,40.0,3.166666667,0.0,1,0,0,0,4.787491742782046
763.5,46.16333333,45.0,44.43888889,44.255,51.10222222,49.09,21.6,19.79,10.145,18.39,20.29,18.56666667,30.0,5.0,0.0,1,0,0,0,4.0943445622221
757.85,35.12666667,35.5,36.88428571,30.92666667,39.35571429,37.812,19.86142857,19.2,1.9,17.5,20.68571429,17.412,22.0,1.5,0.0,1,0,0,0,3.688879454113936
755.5,45.0,45.754,40.5,45.156,50.06,46.59,26.6,24.34,13.22666667,24.2,24.2,22.76,45.83333333,2.0,0.0,0,0,0,1,4.0943445622221
751.45,38.7,36.9,37.5,36.48,41.86857143,39.79,25.29,24.42666667,16.29571429,23.79,25.26428571,22.39,40.0,1.0,0.0,0,0,0,1,3.912023005428146
758.9333333,36.82666667,35.4,37.06,30.26333333,36.26,41.03,20.29,22.03333333,9.963333333,20.0,20.79,18.0,21.33333333,1.0,0.0,0,1,0,0,3.912023005428146
765.2666667,46.2,45.73,44.66333333,41.97222222,48.22888889,46.7,19.7,18.2,5.763333333,17.52777778,17.6,16.89,38.16666667,1.166666667,0.0,0,0,0,0,3.912023005428146
756.7333333,41.29,41.475,40.7,34.29,41.824375,37.59,19.56666667,18.7,0.227777778,18.90833333,19.6,17.2,36.33333333,2.0,0.0,0,0,0,0,3.912023005428146
744.8,47.2,49.29,44.5,41.856,49.95875,48.0,26.58333333,25.2,11.93333333,24.7,25.79,24.0,57.66666667,1.0,0.0,0,0,0,1,3.912023005428146
755.75,35.93333333,40.16333333,34.56,29.5,38.5225,36.33333333,21.06666667,19.79,2.233333333,19.2,21.39,18.92666667,28.83333333,2.0,0.0,0,0,1,0,5.857933154483459
763.4666667,36.59,41.4,37.4,35.43333333,43.2,41.09,20.66666667,20.06666667,-0.3,19.6,21.2,18.16666667,39.0,1.333333333,0.0,0,1,0,0,3.688879454113936
744.1,39.26,40.0,38.56,32.82666667,42.33333333,41.46333333,20.7,20.89333333,3.333333333,18.2,20.29,18.29,29.0,5.0,2.995732273553991,0,1,0,0,4.0943445622221
754.9333333,38.09,41.0,37.29,35.93333333,45.12666667,39.2,21.0,19.6,-0.633333333,18.39,20.2,17.5,20.33333333,1.0,0.0,0,1,0,0,3.912023005428146
765.6,37.8,35.15666667,36.6,29.89285714,39.23,36.52666667,22.29,22.1,13.75666667,21.42142857,21.56666667,20.2,40.0,4.166666667,0.0,0,0,1,0,6.380122536899765
771.65,36.4,36.62666667,35.845,28.39,34.96666667,40.59,21.29,20.0,3.53,20.1,21.63333333,18.1,40.0,3.5,0.0,1,0,0,0,4.0943445622221
750.8666667,37.16333333,40.59,37.9,35.26,43.53,39.7,20.2,18.79,4.123333333,18.5,20.13333333,17.6,40.0,6.333333333,0.0,0,1,0,0,4.0943445622221
748.1,38.4,42.62666667,38.46666667,33.7,42.798125,43.7,23.16666667,20.29,5.381818182,20.92666667,22.90375,20.6,40.0,8.0,0.0,0,1,0,0,4.0943445622221
